id,vertex,lat,lon,name,localityName,code,direction,description,locationType,locationSubType,wheelchairBoarding,routeIds,stopColorType,style,parentStationId,type
BKK_F01296,BKK:BKK_F01296,47.496088,19.071534,Blaha Lujza tér M (Népszínház utca),1081,F01296,-72,3883,0,,True,['BKK_2175'],BUS,{'colors': ['009EE3']},BKK_CSF01116,BUS
BKK_F01295,BKK:BKK_F01295,47.495504,19.07103,Blaha Lujza tér M (Népszínház utca),1085,F01295,-4,3881,0,,True,"['BKK_VP06', 'BKK_9230']",BUS,"{'colors': ['000000', '009EE3']}",BKK_CSF01116,BUS
BKK_F01294,BKK:BKK_F01294,47.496151,19.071256,Blaha Lujza tér M (Népszínház utca),1081,F01294,-69,3879,0,,True,['BKK_0990'],BUS,{'colors': ['009EE3']},BKK_CSF01116,BUS
BKK_F01293,BKK:BKK_F01293,47.496484,19.070446,Blaha Lujza tér M,1085,F01293,161,3877,0,,True,"['BKK_VP06', 'BKK_9230']",BUS,"{'colors': ['000000', '009EE3']}",BKK_CSF01116,BUS
BKK_F01292,BKK:BKK_F01292,47.497006,19.070274,Blaha Lujza tér,1085,F01292,65,3875,0,,False,['BKK_5200'],BUS,"{'colors': ['E41F18'], 'type': 'PRIORITY', 'image': 'stop-icon-M2'}",BKK_CSF01116,SUBWAY
BKK_F01291,BKK:BKK_F01291,47.496638,19.068841,Blaha Lujza tér,1085,F01291,-112,3873,0,,False,['BKK_5200'],BUS,"{'colors': ['E41F18'], 'type': 'PRIORITY', 'image': 'stop-icon-M2'}",BKK_CSF01116,SUBWAY
BKK_F01290,BKK:BKK_F01290,47.48949,19.06192,Kálvin tér,1092,F01290,120,3871,0,,True,['BKK_5300'],BUS,"{'colors': ['005CA5'], 'type': 'PRIORITY', 'image': 'stop-icon-M3'}",BKK_CS089515,SUBWAY
BKK_F01289,BKK:BKK_F01289,47.49017,19.06064,Kálvin tér,1053,F01289,-60,3869,0,,True,['BKK_5300'],BUS,"{'colors': ['005CA5'], 'type': 'PRIORITY', 'image': 'stop-icon-M3'}",BKK_CS089515,SUBWAY
BKK_F01280,BKK:BKK_F01280,47.491026,19.096334,"Salgótarjáni utca, temető",1087,F01280,-80,3851,0,,True,"['BKK_3370', 'BKK_3371']",BUS,{'colors': ['FFD800']},BKK_CSF01280,TRAM
BKK_F01216,BKK:BKK_F01216,47.490102,19.09064,Orczy tér,1086,F01216,-34,3723,0,,True,[],BUS,{'colors': ['777777']},BKK_CSF01217,BUS
BKK_F01215,BKK:BKK_F01215,47.492873,19.087298,Magdolna utca,1086,F01215,-37,3721,0,,True,"['BKK_3230', 'BKK_3240', 'BKK_3280', 'BKK_3281', 'BKK_3370', 'BKK_3371', 'BKK_3620']",BUS,{'colors': ['FFD800']},BKK_CS009702,TRAM
BKK_F01214,BKK:BKK_F01214,47.491866,19.088027,Magdolna utca,1086,F01214,91,3719,0,,True,[],BUS,{'colors': ['777777']},BKK_CS009702,TRAM
BKK_F01213,BKK:BKK_F01213,47.492234,19.08787,Magdolna utca,1086,F01213,149,3717,0,,True,"['BKK_3230', 'BKK_3240', 'BKK_3280', 'BKK_3281', 'BKK_3370', 'BKK_3371', 'BKK_3620']",BUS,{'colors': ['FFD800']},BKK_CS009702,TRAM
BKK_F01212,BKK:BKK_F01212,47.492263,19.083476,Teleki László tér (Szerdahelyi utca),1086,F01212,147,3715,0,,True,['BKK_0990'],BUS,{'colors': ['009EE3']},BKK_CSF01330,BUS
BKK_F01211,BKK:BKK_F01211,47.492441,19.082614,Teleki László tér (Szerdahelyi utca),1086,F01211,-75,3713,0,,True,['BKK_0990'],BUS,{'colors': ['009EE3']},BKK_CSF01330,BUS
BKK_F01210,BKK:BKK_F01210,47.492039,19.079017,Mátyás tér,1084,F01210,-63,3711,0,,True,['BKK_0990'],BUS,{'colors': ['009EE3']},BKK_CSF01209,BUS
BKK_F01219,BKK:BKK_F01219,47.489805,19.09056,Orczy tér,1086,F01219,141,3729,0,,True,"['BKK_3230', 'BKK_3240', 'BKK_3280', 'BKK_3281', 'BKK_3620']",BUS,{'colors': ['FFD800']},BKK_CSF01217,TRAM
